City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
0,port-aux-francais,-49.35,70.2167,3.58,67,28,0.83,TF,1738602701
1,waitangi,-43.9535,-176.5597,14.9,90,57,4.47,NZ,1738602809
2,margaret river,-33.95,115.0667,15.23,81,0,6.1,AU,1738602810
3,chonchi,-42.6128,-73.8092,14.51,54,100,1.66,CL,1738602516
4,constitucion,-35.3333,-72.4167,21.64,53,10,7.43,CL,1738602812
5,jamestown,42.097,-79.2353,6.42,100,100,5.66,US,1738602782
6,pochaiv,50.0051,25.5118,-1.52,71,98,4.92,UA,1738602815
7,lompoc,34.6391,-120.4579,9.4,98,100,2.06,US,1738602816
8,puerto natales,-51.7236,-72.4875,9.25,76,75,7.2,CL,1738602817
9,pemba,-12.974,40.5178,27.35,84,96,6.43,MZ,1738602818
10,grytviken,-54.2811,-36.5092,5.87,95,100,2.18,GS,1738602819
11,montmagny,48.9734,2.3469,6.8,84,40,4.63,FR,1738602821
12,lihue,21.9789,-159.3672,18.77,82,20,4.12,US,1738602822
13,bethel,41.3712,-73.414,4.23,77,0,2.57,US,1738602823
14,iqaluit,63.7506,-68.5145,-30.15,67,0,0.89,CA,1738602824
15,ilulissat,69.2167,-51.1,-13.99,72,75,4.63,GL,1738602825
16,trairi,-3.2778,-39.2689,30.62,58,81,6.0,BR,1738602685
17,dhromolaxia,34.8755,33.5868,14.99,71,20,2.57,CY,1738602829
18,invercargill,-46.4,168.35,9.5,86,44,0.3,NZ,1738602830
19,yellowknife,62.456,-114.3525,-29.69,74,62,2.68,CA,1738602831
20,port alfred,-33.5906,26.891,23.43,85,0,1.34,ZA,1738602833
21,ola,59.5833,151.2833,-28.75,87,12,3.26,RU,1738602834
22,itupiranga,-5.1347,-49.3267,26.74,78,100,0.65,BR,1738602835
23,namibe,-15.1961,12.1522,23.9,80,65,5.22,AO,1738602836
24,aasiaat,68.7098,-52.8699,-17.98,95,100,3.55,GL,1738602839
25,dudinka,69.4058,86.1778,-21.99,88,100,3.67,RU,1738602840
26,enewetak,11.3474,162.3373,26.58,67,100,10.92,MH,1738602841
27,albany,42.6001,-73.9662,1.97,80,100,0.89,US,1738602607
28,sint michiel liber,12.15,-68.9833,28.72,72,34,1.79,CW,1738602783
29,papatowai,-46.5619,169.4708,12.38,72,93,4.54,NZ,1738602845
30,tyukhtet,56.5389,89.3011,-22.88,100,53,1.62,RU,1738602846
31,atafu village,-8.5421,-172.5159,28.69,64,80,5.09,TK,1738602847
32,gadzhiyevo,69.2551,33.3362,-18.73,99,46,1.92,RU,1738602849
33,west island,-12.1568,96.8225,27.99,89,40,4.12,CC,1738602850
34,colares,38.7992,-9.4469,16.43,40,20,4.12,PT,1738602851
35,qamdo,31.1667,97.2333,-1.96,23,0,1.09,CN,1738602792
36,isafjordur,66.0755,-23.124,-3.37,95,100,24.89,IS,1738602833
37,bilibino,68.0546,166.4372,-32.52,99,100,1.0,RU,1738602854
38,ushuaia,-54.8,-68.3,8.12,67,79,4.33,AR,1738602856
39,mbandaka,0.0487,18.2603,28.13,54,100,0.8,CD,1738602857
40,malabar,-33.9667,151.25,23.4,77,46,3.9,AU,1738602858
41,thompson,55.7435,-97.8558,-23.91,70,75,4.63,CA,1738602859
42,flying fish cove,-10.4217,105.6791,24.82,94,100,5.14,CX,1738602860
43,lichinga,-13.3128,35.2406,19.01,98,100,2.23,MZ,1738602861
44,vorkuta,67.5,64.0,-29.43,98,5,2.55,RU,1738602863
45,carlisle,40.2015,-77.1889,3.28,81,100,2.22,US,1738602864
46,tazacorte,28.629,-17.9293,18.42,87,75,6.17,ES,1738602865
47,makushino,55.2103,67.2442,-2.01,97,100,2.54,RU,1738602866
48,spassk,52.747,87.7545,-12.12,98,100,0.71,RU,1738602869
49,island harbour,50.724,-1.2758,8.29,87,59,0.89,GB,1738602870
50,mount pearl,47.5166,-52.7813,-4.36,79,100,6.17,CA,1738602871
51,farafangana,-22.8167,47.8333,24.55,77,72,5.27,MG,1738602872
52,ribeira grande,38.5167,-28.7,18.22,82,75,6.71,PT,1738602873
53,whitehorse,60.7161,-135.0538,-25.3,100,96,0.93,CA,1738602767
54,adamstown,-25.066,-130.1015,24.37,76,97,6.74,PN,1738602876
55,weno,7.4515,151.8468,28.97,84,100,4.12,FM,1738602877
56,tura,25.5198,90.2201,16.36,56,0,1.97,IN,1738602878
57,vorgashor,67.5833,63.95,-28.38,96,9,2.83,RU,1738602879
58,arkalyk,50.2486,66.9114,-10.81,86,78,4.88,KZ,1738602882
59,dakhla,23.6848,-15.958,19.01,77,0,9.26,EH,1738602883
60,blackmans bay,-43.0167,147.3167,20.07,90,0,2.0,AU,1738602884
61,georgetown,5.4112,100.3354,25.96,72,20,0.45,MY,1738602885
62,illizi,26.4833,8.4667,17.11,31,0,4.8,DZ,1738602887
63,la passe,45.5549,-0.8967,8.33,76,0,2.9,FR,1738602889
64,poronaysk,49.2167,143.1167,-19.05,99,93,2.18,RU,1738602890
65,tambacounda,13.7539,-13.7586,32.03,20,0,5.14,SN,1738602891
66,saint-pierre,-21.3393,55.4781,28.82,79,0,1.54,RE,1738602892
67,edinburgh of the seven seas,-37.0676,-12.3116,15.19,73,100,6.2,SH,1738602894
68,brcko,44.8728,18.8083,3.8,67,100,1.29,BA,1738602895
69,pisco,-13.7,-76.2167,25.03,73,0,4.12,PE,1738602896
70,lata,40.1629,-8.3327,11.34,64,0,2.02,PT,1738602897
71,rome,34.257,-85.1647,19.07,53,0,2.57,US,1738602611
72,zeya,53.75,127.2667,-23.22,88,100,2.09,RU,1738602899
73,kodiak,57.79,-152.4072,-0.27,80,0,5.14,US,1738602901
74,college,64.8569,-147.8028,-12.03,92,100,0.0,US,1738602902
75,sovetskaya gavan',48.9723,140.2878,-14.87,94,100,2.73,RU,1738602903
76,tuy hoa,13.0833,109.3,22.16,81,100,3.47,VN,1738602905
77,machico,32.7,-16.7667,18.17,78,75,6.17,PT,1738602906
78,kenora,49.8167,-94.4337,-20.46,77,75,2.06,CA,1738602806
79,ishpeming,46.4885,-87.6676,-6.38,70,100,3.6,US,1738602908
80,lavrio,37.7145,24.0565,14.96,82,100,2.71,GR,1738602909
81,lebu,-37.6167,-73.65,17.65,61,0,5.14,CL,1738602910
82,vilyuchinsk,52.9306,158.4028,-17.67,73,18,3.74,RU,1738602912
83,turpan,42.9333,89.1667,-1.24,44,0,0.83,CN,1738602913
84,placido de castro,-10.3353,-67.1856,29.3,75,35,2.18,BR,1738602914
85,carlsbad,33.1581,-117.3506,20.91,85,72,0.89,US,1738602915
86,puerto ayora,-0.7393,-90.3518,26.42,91,40,2.68,EC,1738602916
87,seven pagodas,12.6264,80.1722,23.89,72,94,2.87,IN,1738602918
88,uturoa,-16.7333,-151.4333,27.33,75,21,4.5,PF,1738602919
89,paita,-5.0892,-81.1144,25.48,66,84,3.92,PE,1738602920
90,selfoss,63.9331,-20.9971,2.8,78,100,16.2,IS,1738602921
91,batangafo,7.3008,18.2833,32.51,14,60,2.4,CF,1738602922
92,kerikeri,-35.2268,173.9474,15.01,97,61,1.43,NZ,1738602924
93,kalmunai,7.4167,81.8167,24.26,75,67,3.31,LK,1738602925
94,hermanus,-34.4187,19.2345,23.22,68,0,2.58,ZA,1738602926
95,gargzdai,55.7128,21.4033,0.48,75,89,3.68,LT,1738602927
96,mahriz,31.5917,54.4318,5.05,31,0,1.23,IR,1738602928
97,tiksi,71.6872,128.8694,-25.12,97,100,0.33,RU,1738602929
98,la'ie,21.6477,-157.9253,19.66,89,7,1.79,US,1738602931
99,bredasdorp,-34.5322,20.0403,21.74,56,0,4.38,ZA,1738602932
100,aldan,58.6031,125.3894,-30.32,95,100,3.44,RU,1738602858
101,constantia,44.1833,28.65,0.39,66,97,6.3,RO,1738602934
102,praia da vitoria,38.7333,-27.0667,15.14,100,75,6.33,PT,1738602935
103,isfara,40.1265,70.6253,1.27,44,89,1.18,TJ,1738602937
104,qaqortoq,60.7167,-46.0333,-15.56,80,6,1.01,GL,1738602938
105,yoko,5.5333,12.3167,29.47,18,53,0.81,CM,1738602678
106,tazovsky,67.4667,78.7,-33.95,100,84,1.91,RU,1738602940
107,udachny,66.4167,112.4,-15.64,94,100,13.38,RU,1738602941
108,rongelap,11.1635,166.8941,26.54,66,51,10.39,MH,1738602943
109,lusambo,-4.9667,23.45,21.46,97,100,0.83,CD,1738602684
110,sandnessjoen,66.0217,12.6316,-0.94,55,0,2.57,NO,1738602946
111,basi,26.8333,76.0333,19.19,40,54,3.47,IN,1738602947
112,richards bay,-28.783,32.0377,25.1,87,95,3.49,ZA,1738602949
113,stanley,54.868,-1.6985,8.07,75,20,4.63,GB,1738602811
114,saipan,15.1355,145.701,27.15,69,100,5.5,MP,1738602952
115,oravita,45.0325,21.6894,0.87,64,6,2.72,RO,1738602953
116,fort mcmurray,56.7268,-111.381,-28.23,76,100,3.6,CA,1738602954
117,cabo san lucas,22.8909,-109.9124,24.17,43,40,2.06,MX,1738602956
118,howard springs,-12.497,131.047,29.95,93,100,5.75,AU,1738602957
119,amga,60.8953,131.9608,-30.79,98,100,2.09,RU,1738602958
120,coahuayana de hidalgo,18.7,-103.6583,31.39,31,0,2.01,MX,1738602959
121,port elizabeth,-33.918,25.5701,22.95,83,0,1.34,ZA,1738602913
122,ripley,53.0333,-1.4,8.49,82,93,0.89,GB,1738602961
123,petropavlovsk-kamchatsky,53.0452,158.6483,-18.11,68,4,3.91,RU,1738602963
124,naze,28.3667,129.4833,10.51,59,100,9.52,JP,1738602964
125,nuku'alofa,-21.1333,-175.2,25.19,88,75,2.06,TO,1738602965
126,gazli,40.1333,63.45,3.78,48,100,1.98,UZ,1738602966
127,jinchang,38.4953,102.1739,-6.82,41,1,1.28,CN,1738602968
128,colonia,50.9333,6.95,4.98,69,0,1.03,DE,1738602969
129,crane,31.3974,-102.3501,20.23,17,0,3.65,US,1738602970
130,mont-dore,-22.2833,166.5833,26.85,85,93,3.98,NC,1738602971
131,whangarei,-35.7317,174.3239,16.67,97,92,0.89,NZ,1738602972
132,badger,64.8,-147.5333,-12.07,92,100,0.0,US,1738602876
133,tumayr,25.7039,45.868,14.49,20,0,2.42,SA,1738602975
134,bakanas,44.8081,76.2772,-7.47,74,0,6.8,KZ,1738602813
135,okha,53.5739,142.9478,-21.91,97,92,4.07,RU,1738602977
136,avarua,-21.2078,-159.775,28.03,78,78,3.6,CK,1738602978
137,yuzhno-kurilsk,44.0306,145.8556,-2.33,88,100,9.28,RU,1738602979
138,ad-damazin,11.7891,34.3592,31.81,21,8,3.23,SD,1738602981
139,saeby,57.3319,10.5225,2.07,78,100,3.89,DK,1738602982
140,vilyuysk,63.7553,121.6247,-21.69,96,100,5.8,RU,1738602983
141,port mathurin,-19.6833,63.4167,27.31,86,95,4.85,MU,1738602984
142,tarfaya,27.9358,-12.9218,17.75,80,0,7.6,MA,1738602985
143,merizo village,13.2658,144.6691,24.99,88,99,5.45,GU,1738602987
144,vadso,70.0744,29.7487,-7.91,73,0,4.12,NO,1738602988
145,zhezqazghan,47.7833,67.7667,-10.15,89,46,4.81,KZ,1738602989
146,olonkinbyen,70.9221,-8.7187,1.26,95,100,18.98,SJ,1738602991
147,nova sintra,14.8667,-24.7167,22.96,61,22,6.96,CV,1738602975
148,severo-yeniseyskiy,60.3725,93.0408,-33.34,100,42,1.68,RU,1738602994
149,keflavik,64.0049,-22.5624,2.24,75,75,18.01,IS,1738602995
150,bandar lampung,-5.4254,105.258,23.48,97,100,2.77,ID,1738602996
151,callao,-12.0667,-77.15,24.16,73,20,5.14,PE,1738602811
152,lincheng,19.9078,109.6858,15.64,68,100,4.45,CN,1738603000
153,hilo,19.7297,-155.09,15.85,72,20,3.6,US,1738602748
154,antsiranana,-12.2787,49.2917,25.87,85,100,4.71,MG,1738603002
155,olyokminsk,60.3736,120.4264,-21.01,90,100,5.19,RU,1738603003
156,ahwa,20.75,73.6833,21.18,38,65,0.93,IN,1738603005
157,tralee,52.2704,-9.7026,11.14,93,100,7.72,IE,1738603007
158,harstad,68.799,16.5293,-4.91,71,41,5.83,NO,1738603008
159,magistral'nyy,56.1725,107.4458,-31.2,99,94,1.32,RU,1738603009
160,guarapari,-20.6667,-40.4975,29.76,64,47,6.57,BR,1738603010
161,shenjiamen,29.9576,122.298,4.3,62,9,4.89,CN,1738603011
162,lanzhou,36.0564,103.7922,-7.37,89,11,1.65,CN,1738603013
163,talnakh,69.4865,88.3972,-21.4,91,100,2.18,RU,1738603014
164,flekkefjord,58.2971,6.6607,1.22,99,100,1.73,NO,1738603015
165,north platte,41.1239,-100.7654,-4.06,68,100,7.72,US,1738602939
166,hamilton,39.1834,-84.5333,17.17,60,0,9.26,US,1738602871
167,san antonio de pale,-1.4014,5.6325,27.59,73,70,1.76,GQ,1738603018
168,rybinsk,58.0446,38.8426,-1.33,89,100,1.6,RU,1738603020
169,port lincoln,-34.7333,135.8667,20.5,80,20,7.34,AU,1738603021
170,nadym,65.5333,72.5167,-23.8,97,9,4.29,RU,1738603022
171,puerto el triunfo,13.2833,-88.55,32.5,40,30,1.28,SV,1738602855
172,saldanha,-33.0117,17.9442,19.35,80,0,9.21,ZA,1738603024
173,caleta de carquin,-11.0925,-77.6267,24.89,73,81,4.3,PE,1738602865
174,northam,51.0333,-4.2167,8.78,78,100,0.89,GB,1738603027
175,north bend,43.4065,-124.2243,3.48,100,100,3.09,US,1738602895
176,charters towers,-20.1,146.2667,20.97,99,100,5.97,AU,1738603029
177,punta arenas,-53.15,-70.9167,11.06,46,40,12.86,CL,1738603030
178,hollfeld,49.9386,11.2925,-0.78,95,84,0.14,DE,1738603031
179,sisimiut,66.9395,-53.6735,-16.3,94,100,2.59,GL,1738603032
180,bandarbeyla,9.4942,50.8122,22.63,63,13,11.28,SO,1738603034
181,tolanaro,-25.0319,46.9987,25.66,67,40,3.23,MG,1738603035
182,susuman,62.7833,148.1667,-48.49,99,81,0.16,RU,1738603036
183,serhiyivka,46.0272,30.3768,1.98,74,59,4.78,UA,1738603037
184,azangaro,-14.9167,-70.2167,14.9,41,51,0.93,PE,1738603039
185,humahuaca,-23.2054,-65.3505,23.34,14,0,4.29,AR,1738602799
186,puerto carreno,6.189,-67.4859,32.99,46,33,5.14,CO,1738603041
187,klyuchi,52.2667,79.1667,-3.12,94,99,1.85,RU,1738603042
188,wailua homesteads,22.0669,-159.378,18.44,82,20,4.12,US,1738603043
189,venta de banos,41.9371,-4.4645,8.99,72,6,0.89,ES,1738603044
190,xining,36.6167,101.7667,-13.97,90,24,1.32,CN,1738603046
191,uenohara,35.6167,139.1167,2.71,87,52,1.26,JP,1738602991
192,marka,1.7159,44.7717,24.48,81,71,10.25,SO,1738603048
193,i-n-salah,27.1935,2.4607,18.76,21,0,3.69,DZ,1738603049
194,rosetta,31.4044,30.4164,15.54,75,87,5.51,EG,1738603050
195,noumea,-22.2763,166.4572,26.85,88,95,6.35,NC,1738603051
196,tofol,5.3248,163.0078,27.81,80,59,11.87,FM,1738603054
197,luanda,-8.8368,13.2343,27.68,69,26,3.41,AO,1738602702
198,yeniseysk,58.4497,92.1703,-34.58,100,15,0.56,RU,1738603058
199,kapuskasing,49.4169,-82.4331,-9.95,79,100,9.26,CA,1738603060
200,shivpuri,25.4333,77.65,19.03,46,21,3.69,IN,1738603061
201,kottapalli,18.4833,79.1,25.78,31,5,2.34,IN,1738603062
202,lodja,-3.4833,23.4333,24.95,76,99,1.84,CD,1738602873
203,ust-nera,64.5667,143.2,-41.62,99,90,1.62,RU,1738603064
204,nabire,-3.3667,135.4833,24.19,88,100,1.52,ID,1738602893
205,lima,-12.0432,-77.0282,23.14,73,20,5.14,PE,1738602568
206,villa gesell,-37.2639,-56.973,25.37,73,63,7.49,AR,1738603068
207,happy valley-goose bay,53.3168,-60.3315,-16.83,46,75,6.69,CA,1738602971
208,pugachev,52.0133,48.8025,-3.61,97,100,1.75,RU,1738603070
209,smithers,54.7804,-127.1743,-27.82,76,20,1.54,CA,1738603071
210,cova figueira,14.8905,-24.2934,16.82,55,12,9.57,CV,1738603074
211,quartu sant'elena,39.2419,9.1839,14.46,74,40,1.54,IT,1738603075
212,tulun,54.5611,100.5792,-28.81,100,84,1.01,RU,1738603076
213,mazagao,-0.115,-51.2894,31.03,56,61,2.05,BR,1738603077
214,yaren,-0.5472,166.916,26.46,84,35,6.2,NR,1738603078
215,hawaiian paradise park,19.5933,-154.9731,17.16,72,20,3.6,US,1738603080
216,mariental,-24.6333,17.9667,30.21,32,99,3.3,NA,1738603081
217,bodo,67.28,14.405,-4.98,46,0,13.38,NO,1738603082
218,tonghae,37.5439,129.1069,-8.59,53,0,4.66,KR,1738603083
219,kapa'a,22.0752,-159.319,19.18,95,20,4.12,US,1738603084
220,san patricio,28.017,-97.5169,22.97,76,71,5.76,US,1738603085
221,jagalur,14.5333,76.35,23.77,21,22,4.3,IN,1738603087
222,nar'yan-mar,67.6713,53.087,-27.2,92,6,3.97,RU,1738603089
223,eseka,3.65,10.7667,31.61,49,100,3.74,CM,1738603090
224,misratah,32.3754,15.0925,15.94,51,2,4.48,LY,1738603091
225,port augusta,-32.5,137.7667,28.59,48,96,2.55,AU,1738603092
226,mykolayiv,46.9659,31.9974,1.22,76,89,3.06,UA,1738603094
227,veraval,20.9,70.3667,21.55,69,22,4.47,IN,1738603095
228,oranjemund,-28.55,16.4333,19.62,77,2,6.96,NA,1738603096
229,olinda,-8.0089,-34.8553,30.85,66,40,6.69,BR,1738602832
230,sinabang,2.4803,96.3801,26.17,80,93,1.76,ID,1738603098
231,sangueya,10.7,-14.3667,33.26,21,34,4.98,GN,1738603091
232,popondetta,-8.7537,148.2534,23.83,99,100,0.73,PG,1738603101
233,anadyr,64.75,177.4833,0.28,86,0,10.0,RU,1738603102
234,mulvane,37.4745,-97.2439,15.77,49,0,2.06,US,1738603103
235,torata,-17.0769,-70.8433,19.17,66,21,4.4,PE,1738603104
236,pacific grove,36.6177,-121.9166,13.38,91,100,3.58,US,1738602499
237,tieling,42.2931,123.8414,-21.04,97,32,0.89,CN,1738603107
238,queenstown,-31.8976,26.8753,22.16,69,0,8.56,ZA,1738603108
239,horsham,51.064,-0.3272,8.26,86,40,2.57,GB,1738603109
240,ermoupolis,37.4423,24.9425,14.39,77,73,1.54,GR,1738603110
241,karaj,35.8355,51.0103,2.88,33,0,2.06,IR,1738603112
242,atherton,53.5237,-2.4935,9.6,71,100,2.68,GB,1738603113
243,labasa,-16.4167,179.3833,24.71,88,100,1.73,FJ,1738603114
244,chudovo,59.1167,31.6833,-7.42,91,100,2.4,RU,1738602849
245,nepanagar,21.4667,76.4,26.39,33,6,1.49,IN,1738603116
246,iskateley,67.6803,53.1512,-27.18,92,6,3.97,RU,1738603117
247,bousso,10.4795,16.7117,31.98,11,62,3.03,TD,1738603119
248,bardai,11.65,7.2333,29.93,10,57,3.61,NG,1738603120
249,kailua-kona,19.6406,-155.9956,19.75,78,0,3.6,US,1738603121
250,santa marinella,42.0345,11.8536,10.39,82,40,2.2,IT,1738603122
251,ancud,-41.8697,-73.8203,14.32,70,77,4.12,CL,1738603123
252,nova vicosa,-17.8919,-39.3719,30.91,55,1,7.41,BR,1738603124
253,jertih,5.7336,102.4897,22.36,88,60,1.49,MY,1738603126
254,tahe,52.3333,124.7333,-23.91,87,100,3.0,CN,1738603127
255,scone,56.4194,-3.4051,10.16,89,100,7.8,GB,1738603128
256,pola de lena,43.1609,-5.8288,10.02,95,46,0.82,ES,1738603129
257,san felipe,10.3399,-68.7425,29.64,45,100,3.5,VE,1738603130
258,sambava,-14.2667,50.1667,25.77,89,100,2.57,MG,1738603131
259,saint-louis,16.3333,-15.0,28.78,5,17,6.16,SN,1738603133
260,trebon,49.0036,14.7707,-0.92,80,30,1.05,CZ,1738603134
261,alamosa,37.4695,-105.87,9.99,37,0,4.63,US,1738603135
262,saint-paul,-21.0096,55.2707,28.05,94,67,5.51,RE,1738602885
263,mbalmayo,3.5167,11.5,30.18,26,83,0.3,CM,1738603137
264,engel's,51.5,46.1167,0.82,51,100,3.13,RU,1738603138
265,sierra grande,-41.606,-65.3557,22.21,15,16,4.24,AR,1738603140
266,san juan,-31.5375,-68.5364,31.47,26,1,6.68,AR,1738603141
267,okahandja,-21.9833,16.9167,22.53,62,98,4.65,NA,1738603142
268,champerico,14.3,-91.9167,29.02,65,6,3.44,GT,1738603143
269,gimbi,9.1667,35.8333,19.68,31,69,0.71,ET,1738603145
270,acarau,-2.8856,-40.12,30.01,64,97,7.46,BR,1738603146
271,makokou,0.5738,12.8642,25.79,68,97,1.21,GA,1738603148
272,khovd,48.0056,91.6419,-19.56,75,83,2.89,MN,1738603151
273,karratha,-20.7377,116.8463,30.05,76,100,6.23,AU,1738603152
274,ta`u,-14.2336,-169.5144,27.78,75,19,3.57,AS,1738603153
275,newman,37.3138,-121.0208,15.02,71,100,2.24,US,1738603154
276,slave lake,55.2834,-114.769,-34.01,75,0,3.09,CA,1738603155
277,afaahiti,-17.75,-149.2833,26.2,75,35,5.6,PF,1738603156
278,riversdale,18.1659,-76.9642,28.91,64,90,1.72,JM,1738603158
